"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"115",594987,"Sadler, Casey","115","100.0","0.143","0.000","0.176","0.143","0.209","0.260","0.196","3","21","85.5","8.9","2694","84.6","83.13","14","53","62","-1.5","5.97","104","149","114","144","292","329","299"
"114",453265,"Watson, Tony","114","100.0","0.222","0.185","0.238","0.407","0.321","0.369","0.280","6","27","91.5","6.9","2289","91.6","89.22","8","46","68","-2.4","6.06","114","153","115","151","302","327","302"
"113",543548,"Milone, Tommy","113","100.0","0.417","0.458","0.400","0.875","0.539","0.414","0.348","10","24","87.3","10.7","2176","80.4","79.99","4","46","67","-0.4","6.04","105","149","116","147","292","319","287"
"113",573009,"Mantiply, Joe","113","100.0","0.286","0.190","0.375","0.476","0.353","0.334","0.258","6","21","90.7","22.6","2400","87.4","87.19","11","49","64","-0.2","6.38","109","149","115","144","302","328","302"
"112",641729,"Jiménez, Joe","112","100.0","0.063","0.000","0.125","0.063","0.330","0.361","0.088","1","16","90.8","29.4","2527","93.8","93.89","16","55","57","0.1","6.54","105","154","125","147","302","329","299"
"111",661255,"López, Yoan","111","100.0","0.370","0.185","0.375","0.556","0.404","0.464","0.375","10","27","90.8","9.8","2204","95.7","96.71","5","50","61","1.0","6.85","111","155","121","151","307","334","308"
"111",624133,"Suárez, Ranger","111","100.0","0.192","0.038","0.227","0.231","0.252","0.262","0.200","5","26","86.1","-1.4","1867","92.4","92.43","9","41","70","0.0","6.32","105","152","116","146","299","320","290"
"108",445276,"Jansen, Kenley","108","100.0","0.125","0.125","0.154","0.250","0.251","0.223","0.095","3","24","83.6","30.4","2415","93.3","93.45","20","52","56","0.1","7.38","113","159","115","150","297","319","291"
"107",622766,"Diaz, Miguel","107","100.0","0.176","0.059","0.300","0.235","0.312","0.357","0.226","3","17","95.9","16.9","2192","94.0","92.70","9","38","69","-1.3","5.62","119","157","137","146","294","320","307"
"107",668941,"Romero, JoJo","107","100.0","0.273","0.318","0.250","0.591","0.403","0.387","0.291","6","22","88.4","2.8","2108","94.5","93.09","7","51","56","-1.4","5.44","116","152","114","150","295","326","301"
"106",650895,"Castillo, Diego","106","100.0","0.348","0.435","0.333","0.783","0.491","0.368","0.259","8","23","91.9","5.0","1959","94.9","91.42","10","52","54","-3.5","5.41","109","158","117","148","301","318","291"
"106",626929,"Thorpe, Lewis","106","100.0","0.318","0.136","0.333","0.455","0.349","0.320","0.285","7","22","92.7","7.4","2008","87.5","88.47","5","39","67","1.0","6.86","102","154","117","149","310","330","296"
"106",676831,"Whitley, Kodi","106","100.0","0.217","0.217","0.250","0.435","0.349","0.369","0.228","5","23","83.5","18.4","2264","93.1","92.61","13","55","51","-0.5","6.07","113","156","120","148","293","315","289"
"106",659275,"Lamet, Dinelson","106","100.0","0.391","0.217","0.429","0.609","0.457","0.425","0.343","9","23","94.8","10.1","2468","95.3","94.58","9","47","59","-0.7","5.99","116","155","131","144","294","325","309"
"104",593974,"Peralta, Wandy","104","100.0","0.267","0.400","0.167","0.667","0.430","0.488","0.344","4","15","97.4","5.5","2254","95.7","93.51","10","37","67","-2.2","5.62","107","153","116","148","298","322","291"
"103",592094,"Adam, Jason","103","100.0","0.348","0.304","0.467","0.652","0.472","0.368","0.232","8","23","90.1","22.3","2608","93.7","94.32","10","48","55","0.6","6.71","113","148","113","145","291","315","293"
"102",670955,"Uceta, Edwin","102","100.0","0.353","0.529","0.364","0.882","0.470","0.422","0.292","6","17","94.2","28.8","2386","90.5","90.08","12","45","57","-0.4","6.18","110","154","122","150","299","318","296"
"102",621129,"Cody, Kyle","102","100.0","0.444","0.222","0.526","0.667","0.508","0.475","0.380","12","27","94.2","11.1","2072","95.2","95.35","14","56","46","0.1","6.49","112","150","118","146","292","313","294"
"100",641682,"Hendrix, Ryan","100","100.0","0.444","0.278","0.438","0.722","0.525","0.488","0.408","8","18","93.5","22.7","2254","96.2","95.80","2","32","68","-0.4","5.93","109","152","118","149","297","319","290"
"100",570488,"Valdez, Phillips","100","100.0","0.067","0.000","0.071","0.067","0.283","0.402","0.230","1","15","79.2","-0.8","2285","92.2","92.91","4","39","61","0.7","6.93","109","153","120","146","289","321","293"
"100",592135,"Bedrosian, Cam","100","100.0","0.261","0.130","0.313","0.391","0.365","0.382","0.277","6","23","91.5","19.4","2274","92.9","92.65","11","41","59","-0.2","6.14","107","149","117","147","300","324","296"
"100",680704,"Sandlin, Nick","100","100.0","0.174","0.174","0.250","0.348","0.236","0.204","0.152","4","23","83.4","1.3","2417","93.6","93.55","7","47","53","0.0","6.42","112","154","117","148","289","316","290"
"99",663738,"Lynch, Daniel","99","100.0","0.522","0.261","0.545","0.783","0.531","0.513","0.383","12","23","92.7","14.3","2289","94.2","94.47","8","52","47","0.3","6.46","106","158","117","144","300","325","299"
"98",656638,"Lange, Alex","98","100.0","0.333","0.267","0.333","0.600","0.423","0.441","0.364","10","30","96.6","5.1","2456","95.8","95.93","9","53","45","0.1","6.51","104","152","118","148","297","327","299"
"97",571666,"Fiers, Mike","97","100.0","0.308","0.154","0.318","0.462","0.368","0.356","0.272","8","26","87.9","15.8","2312","85.0","83.79","2","38","59","-1.2","5.65","110","147","121","148","306","330","301"
"97",641360,"Bickford, Phil","97","100.0","0.235","0.235","0.300","0.471","0.323","0.362","0.261","4","17","94.8","16.1","2319","93.0","93.95","17","54","43","0.9","6.91","111","154","124","150","300","322","293"
"96",623149,"Sewald, Paul","96","100.0","0.190","0.095","0.400","0.286","0.282","0.313","0.207","4","21","90.7","13.6","2434","92.2","92.36","17","45","51","0.2","6.49","115","157","118","149","288","315","295"
"96",594985,"Rowen, Ben","96","100.0","0.318","0.318","0.263","0.636","0.449","0.380","0.248","7","22","88.4","10.2","1907","80.1","78.97","3","39","57","-1.1","5.78","119","159","120","149","297","327","301"
"94",573062,"Northcraft, Aaron","94","100.0","0.235","0.235","0.200","0.471","0.424","0.546","0.404","4","17","92.1","0.9","1921","88.0","87.00","4","38","56","-1.0","5.91","111","150","130","144","288","321","309"
"94",641793,"Littell, Zack","94","100.0","0.100","0.200","0.091","0.300","0.189","0.167","0.092","2","20","89.9","22.6","2010","94.8","95.41","14","47","47","0.6","6.55","112","154","121","149","299","322","290"
"92",665620,"García, Deivi","92","100.0","0.333","0.375","0.368","0.708","0.445","0.467","0.300","8","24","93.6","26.8","2358","87.0","87.21","8","40","52","0.2","6.54","114","158","119","146","298","327","296"
"91",605195,"Crick, Kyle","91","100.0","0.000","0.000","0.000","0.000","0.274","0.422","0.167","0","14","80.3","10.8","2305","92.9","93.07","8","32","59","0.2","6.37","109","150","120","149","299","320","292"
"90",642003,"Reed, Cody","90","100.0","0.222","0.056","0.250","0.278","0.320","0.343","0.241","4","18","85.8","-3.1","2123","92.9","92.13","4","32","58","-0.8","6.73","105","154","119","149","302","316","289"
"90",465657,"Soria, Joakim","90","100.0","0.368","0.316","0.400","0.684","0.466","0.383","0.282","7","19","84.8","24.3","2268","90.6","90.96","8","43","47","0.4","6.62","111","154","116","151","306","331","308"
"89",664126,"Fairbanks, Pete","89","100.0","0.067","0.133","0.083","0.200","0.229","0.302","0.193","1","15","87.7","18.9","2412","97.4","96.99","12","40","49","-0.4","6.72","107","156","116","152","303","321","291"
"89",660761,"Suarez, José","89","100.0","0.273","0.227","0.294","0.500","0.371","0.403","0.304","6","22","90.0","6.1","2356","88.7","88.47","7","38","51","-0.2","6.17","115","152","119","159","295","326","296"
"89",605151,"Bradley, Archie","89","100.0","0.227","0.364","0.250","0.591","0.377","0.384","0.253","5","22","92.7","11.1","2169","92.5","92.48","6","37","52","0.0","6.43","113","149","117","146","297","325","291"
"88",572125,"Selman, Sam","88","100.0","0.154","0.077","0.222","0.231","0.290","0.291","0.158","2","13","83.0","26.8","2465","91.0","88.47","10","37","51","-2.5","6.53","111","151","125","149","298","324","292"
"88",570666,"Cessa, Luis","88","100.0","0.294","0.000","0.417","0.294","0.342","0.395","0.283","5","17","93.4","13.6","2258","92.8","92.05","5","28","60","-0.7","5.92","111","153","120","148","296","324","287"
"87",656557,"Houck, Tanner","87","100.0","0.364","0.152","0.423","0.515","0.388","0.348","0.292","12","33","84.7","9.9","2113","94.4","80.42","9","52","35","-14.0","6.29","101","149","109","146","280","324","301"
"85",666808,"Doval, Camilo","85","100.0","0.313","0.375","0.300","0.688","0.463","0.369","0.246","5","16","93.6","22.3","2591","98.2","97.72","5","31","54","-0.5","6.58","114","154","118","150","298","320","291"
"85",523260,"Kelly, Joe","85","100.0","0.188","0.125","0.273","0.313","0.265","0.290","0.247","3","16","83.8","1.9","2136","97.2","97.00","13","36","49","-0.2","6.10","111","156","118","152","303","317","291"
"83",650828,"Santana, Edgar","83","100.0","0.280","0.400","0.211","0.680","0.441","0.394","0.238","7","25","83.6","1.7","2333","94.1","92.60","4","36","47","-1.5","5.46","106","149","127","147","299","313","293"
"82",676709,"Tice, Ty","82","100.0","0.412","0.294","0.500","0.706","0.526","0.506","0.370","7","17","91.6","18.5","2358","90.1","90.11","4","32","50","0.0","6.23","107","154","122","148","294","315","281"
"82",543699,"Roark, Tanner","82","100.0","0.286","0.286","0.375","0.571","0.402","0.373","0.253","4","14","92.8","9.9","2273","84.4","83.67","8","34","48","-0.7","5.87","113","155","118","151","295","322","296"
"81",664076,"Cleavinger, Garrett","81","100.0","0.538","0.462","0.455","1.000","0.625","0.536","0.353","7","13","94.8","11.6","2353","95.7","95.85","4","33","48","0.1","6.27","112","160","114","149","293","315","291"
"79",534910,"Hahn, Jesse","79","100.0","0.364","0.273","0.429","0.636","0.511","0.463","0.299","4","11","97.9","17.4","2414","90.2","89.23","5","26","53","-1.0","6.44","106","158","110","147","288","316","298"
"78",519443,"Workman, Brandon","78","100.0","0.556","0.778","0.750","1.333","0.758","0.505","0.355","5","9","97.4","17.7","2159","91.4","93.47","6","31","47","2.1","7.48","105","151","113","148","300","325","296"
"78",667297,"Nance, Tommy","78","100.0","0.056","0.000","0.083","0.056","0.083","0.178","0.150","1","18","78.3","2.9","2576","93.4","93.37","6","34","44","0.0","6.31","111","157","112","150","296","320","294"
"77",669622,"Bender, Anthony","77","100.0","0.111","0.000","0.154","0.111","0.098","0.176","0.166","2","18","89.6","9.2","2469","96.9","96.09","5","32","45","-0.8","6.01","108","150","120","149","298","314","285"
"76",475479,"Phelps, David","76","100.0","0.417","0.083","0.625","0.500","0.458","0.412","0.339","5","12","92.5","16.0","2341","93.5","91.92","8","31","45","-1.6","5.54","108","156","123","149","303","322","286"
"75",503285,"O'Day, Darren","75","100.0","0.214","0.000","0.300","0.214","0.225","0.209","0.159","3","14","85.2","25.0","2382","85.4","85.92","9","43","32","0.5","6.71","104","152","116","146","302","329","292"
"74",608328,"De Jong, Chase","74","100.0","0.176","0.118","0.231","0.294","0.225","0.301","0.256","3","17","89.5","19.8","2607","87.5","86.65","7","35","39","-0.9","5.86","107","150","120","145","294","310","283"
"74",656458,"Gilbreath, Lucas","74","100.0","0.263","0.368","0.214","0.632","0.429","0.368","0.240","5","19","85.1","2.5","2482","92.8","93.04","7","31","43","0.2","6.30","108","153","120","147","296","329","302"
"73",664918,"Keller, Kyle","73","100.0","0.167","0.500","0.000","0.667","0.410","0.368","0.218","2","12","94.5","24.5","2529","91.6","91.76","6","33","40","0.2","6.41","115","154","126","147","309","321","288"
"70",623364,"Wieck, Brad","70","100.0","0.222","0.056","0.364","0.278","0.242","0.226","0.204","4","18","89.2","19.5","2332","92.0","93.59","10","37","33","1.6","7.19","110","153","115","151","288","311","292"
"70",676220,"Elledge, Seth","70","100.0","0.273","0.091","0.300","0.364","0.364","0.351","0.240","3","11","90.6","2.2","2317","94.1","94.01","6","26","44","-0.1","6.42","107","153","121","146","296","316","290"
"70",664875,"Lawrence, Justin","70","100.0","0.385","0.154","0.417","0.538","0.417","0.390","0.272","5","13","94.1","2.4","2413","98.0","97.93","4","23","47","-0.1","6.33","109","151","121","146","300","327","300"
"70",607536,"Freeland, Kyle","70","100.0","0.375","0.000","0.462","0.375","0.390","0.284","0.221","6","16","87.0","12.7","2482","89.3","89.76","5","27","43","0.5","6.59","109","152","114","146","284","316","291"
"70",453281,"LeBlanc, Wade","70","100.0","0.389","0.056","0.467","0.444","0.381","0.341","0.317","7","18","89.6","12.5","2041","85.3","84.95","6","31","39","-0.3","6.17","109","152","118","149","302","323","296"
"69",608652,"Farrell, Luke","69","100.0","0.250","0.167","0.333","0.417","0.341","0.417","0.286","3","12","92.7","15.8","2456","89.4","89.42","6","25","44","0.0","6.31","112","158","119","151","303","326","295"
"68",656266,"Bukauskas, J.B.","68","100.0","0.400","0.067","0.400","0.467","0.415","0.465","0.384","6","15","98.2","17.5","2318","94.6","93.02","4","33","35","-1.6","5.44","112","151","114","150","305","332","302"
"67",543521,"McHugh, Collin","67","100.0","0.143","0.000","0.250","0.143","0.164","0.250","0.204","2","14","87.7","24.1","2364","87.7","87.91","8","25","42","0.2","6.67","107","152","119","148","298","313","293"
"67",642130,"Taylor, Blake","67","100.0","0.333","0.111","0.429","0.444","0.354","0.217","0.193","6","18","87.6","6.0","2246","93.6","94.32","5","30","37","0.7","6.64","112","154","115","150","291","318","290"
"65",545343,"Head, Louis","65","100.0","0.231","0.077","0.250","0.308","0.275","0.364","0.188","3","13","91.7","34.1","2380","93.8","93.44","10","38","27","-0.4","6.33","110","154","124","150","306","323","294"
"64",571946,"Miller, Shelby","64","100.0","0.500","0.000","0.556","0.500","0.525","0.447","0.336","5","10","88.5","16.8","2355","93.5","94.87","4","27","37","1.4","7.16","112","144","121","143","297","321","293"
"63",675912,"Lowther, Zac","63","100.0","0.308","0.000","0.400","0.308","0.302","0.375","0.314","4","13","94.1","5.9","2277","87.7","88.15","9","28","35","0.4","6.91","105","148","119","148","307","326","298"
"63",670970,"Morejon, Adrian","63","100.0","0.333","0.250","0.300","0.583","0.434","0.384","0.304","4","12","82.9","6.3","2329","92.7","92.59","7","27","36","-0.1","6.34","111","153","123","147","307","320","305"
"63",488984,"Hunter, Tommy","63","100.0","0.105","0.000","0.133","0.105","0.176","0.292","0.234","2","19","85.4","4.1","2545","90.0","87.30","3","27","36","-2.7","6.36","106","150","114","148","299","323","296"
"62",664285,"Valdez, Framber","62","100.0","0.182","0.273","0.167","0.455","0.359","0.363","0.248","2","11","88.6","0.6","2397","89.1","88.24","4","20","42","-0.9","5.84","106","152","117","149","286","326","291"
"62",592741,"Shreve, Chasen","62","100.0","0.250","0.375","0.167","0.625","0.454","0.396","0.208","2","8","88.5","44.6","2415","91.5","91.50","5","34","28","0.0","6.42","108","149","117","146","303","317","282"
"61",491624,"Valdez, César","61","100.0","0.222","0.111","0.400","0.333","0.351","0.397","0.315","2","9","94.5","6.2","2110","85.2","83.76","7","21","40","-1.4","5.56","112","151","115","149","304","328","298"
"61",595918,"Cole, A.J.","61","100.0","0.417","0.167","0.455","0.583","0.430","0.439","0.384","5","12","94.4","16.1","2319","90.5","90.85","9","30","31","0.3","6.49","109","156","116","151","285","320","285"
"61",669135,"Sceroler, Mac","61","100.0","0.364","0.364","0.375","0.727","0.498","0.531","0.359","4","11","91.6","24.4","2687","89.4","89.21","5","24","37","-0.2","6.27","114","151","122","152","305","322","296"
"58",571882,"Law, Derek","58","100.0","0.429","0.000","0.600","0.429","0.448","0.359","0.259","3","7","90.9","14.8","2128","88.6","88.90","5","21","37","0.3","6.56","107","152","111","150","295","324","293"
"57",607391,"Mazza, Chris","57","100.0","0.538","0.231","0.545","0.769","0.581","0.264","0.187","7","13","85.6","1.4","1924","89.9","90.58","2","23","34","0.7","6.90","102","149","119","147","297","324","295"
"57",431148,"Kazmir, Scott","57","100.0","0.167","0.083","0.222","0.250","0.218","0.260","0.203","2","12","96.0","12.0","2195","92.0","91.31","3","28","29","-0.7","5.81","117","164","121","151","297","324","289"
"57",527054,"Teheran, Julio","57","100.0","0.300","0.300","0.222","0.600","0.408","0.753","0.537","3","10","98.2","19.2","2177","90.1","85.29","2","28","29","-4.8","6.40","114","165","117","150","295","335","304"
"57",641927,"Ober, Bailey","57","100.0","0.200","0.100","0.250","0.300","0.296","0.422","0.296","2","10","95.1","10.5","2375","88.4","89.89","5","31","26","1.5","7.22","112","160","112","152","294","338","288"
"56",622098,"Smith, Drew","56","100.0","0.200","0.067","0.273","0.267","0.234","0.245","0.208","3","15","86.6","19.5","2553","95.1","94.20","12","35","21","-0.9","5.98","116","149","112","148","298","318","296"
"56",455119,"Martin, Chris","56","100.0","0.063","0.000","0.083","0.063","0.055","0.211","0.218","1","16","87.4","12.8","2208","94.7","94.84","8","28","28","0.1","6.45","110","150","122","149","297","313","290"
"55",656061,"Abreu, Albert","55","100.0","0.000","0.000","0.000","0.000","0.139","0.281","0.183","0","8","83.0","9.5","2176","97.1","96.79","6","21","34","-0.3","6.33","112","157","117","149","301","331","293"
"54",641851,"McGowin, Kyle","54","100.0","0.100","0.000","0.111","0.100","0.189","0.268","0.178","1","10","87.9","15.3","2459","90.9","90.94","0","16","38","0.0","6.49","107","150","118","148","301","317","300"
"53",664074,"Ponce, Cody","53","100.0","0.308","0.077","0.364","0.385","0.300","0.228","0.231","4","13","92.1","14.4","2503","88.5","89.89","5","26","27","1.4","7.17","111","159","125","148","305","317","289"
"53",663959,"Ivey, Tyler","53","100.0","0.400","0.000","0.571","0.400","0.384","0.347","0.273","4","10","97.5","19.4","2218","85.5","85.57","3","21","32","0.1","6.47","119","168","123","152","301","337","302"
"53",663770,"Evans, Demarcus","53","100.0","0.000","0.000","0.000","0.000","0.139","0.190","0.068","0","8","86.4","31.8","2509","91.7","91.47","6","25","28","-0.2","6.20","115","157","132","151","302","324","296"
"53",621593,"Castro, Anthony","53","100.0","0.214","0.071","0.300","0.286","0.277","0.338","0.292","3","14","91.0","9.7","2525","94.9","96.17","5","28","25","1.3","6.78","103","152","112","147","295","318","283"
"53",501593,"Avilán, Luis","53","100.0","0.429","0.000","0.375","0.429","0.419","0.401","0.315","3","7","86.6","17.3","2071","87.5","86.57","1","17","36","-0.9","5.66","109","153","117","150","299","312","293"
"52",650496,"Mejia, J.C.","52","100.0","0.091","0.000","0.167","0.091","0.131","0.146","0.105","1","11","89.7","-19.3","2157","93.6","93.63","9","24","28","0.0","6.17","120","156","127","150","292","320","288"
"52",676886,"Beasley, Jeremy","52","100.0","0.250","0.250","0.333","0.500","0.370","0.353","0.213","3","12","94.0","33.0","2561","94.5","94.53","11","28","24","0.0","6.31","113","154","118","152","280","313","292"
"52",607179,"Weems, Jordan","52","100.0","0.167","0.333","0.111","0.500","0.334","0.485","0.337","2","12","95.6","22.9","2263","94.8","95.01","4","25","27","0.2","6.60","114","151","121","150","305","326","295"
"51",592865,"Williams, Taylor","51","100.0","0.273","0.000","0.333","0.273","0.364","0.395","0.271","3","11","91.2","-1.3","2316","94.4","93.96","7","27","24","-0.4","6.11","112","147","123","144","298","318","306"
"51",661269,"Gutierrez, Vladimir","51","100.0","0.133","0.200","0.091","0.333","0.253","0.305","0.172","2","15","91.4","14.3","2214","89.3","90.02","2","26","25","0.7","6.64","112","154","115","149","284","299","274"
"50",667465,"Fletcher, Aaron","50","100.0","0.364","0.091","0.364","0.455","0.383","0.347","0.322","4","11","95.8","3.3","2209","91.6","90.72","4","23","27","-0.9","5.92","107","149","116","142","301","325","299"
"49",664092,"Poppen, Sean","49","100.0","0.364","0.364","0.333","0.727","0.495","0.532","0.359","4","11","90.0","-7.6","2024","94.3","94.22","4","23","26","-0.1","6.30","106","144","119","142","301","318","286"
"49",606965,"Devenski, Chris","49","100.0","0.538","0.385","0.545","0.923","0.626","0.670","0.475","7","13","94.9","13.9","2227","91.4","90.82","2","21","28","-0.6","6.09","109","153","122","148","303","332","307"
"49",476595,"Luetge, Lucas","49","100.0","0.000","0.000","0.000","0.000","0.000","0.021","0.022","0","13","87.6","-3.0","2745","75.4","74.75","9","13","36","-0.7","6.24","112","158","125","148","299","325","287"
"49",542960,"Brach, Brad","49","100.0","0.364","0.364","0.375","0.727","0.479","0.440","0.344","4","11","98.9","10.0","2224","93.6","93.18","1","19","30","-0.4","6.08","109","153","118","149","295","314","287"
"49",666201,"Manoah, Alek","49","100.0","0.200","0.000","0.286","0.200","0.224","0.267","0.239","2","10","80.6","14.7","2400","94.8","95.39","8","23","26","0.6","6.62","106","155","119","150","294","319","286"
"48",663878,"Pearson, Nate","48","100.0","0.500","0.333","0.500","0.833","0.620","0.456","0.275","3","6","92.5","30.2","2088","93.5","93.94","1","11","37","0.4","6.72","106","152","119","146","282","323","287"
"48",641541,"Duplantier, Jon","48","100.0","0.600","0.500","0.625","1.100","0.715","0.599","0.489","6","10","95.1","17.0","2166","91.5","92.86","3","21","27","1.4","7.23","116","157","120","152","307","332","308"
